Model,Best Params,MAE,MSE,RMSE,R2,Selected Features,Target Variable,Target Transformation
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 20}",47.517263718891606,97426.64317904312,312.1324128940202,0.100197564312786,"['RIDEXPRG', 'LBDBSESI', 'LBDBCDSI', 'RHQ160', 'RIDAGEMN', 'LBDTHGSI', 'LBDBPBSI', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 100}",42.885573683271325,73354.42375044769,270.8402181184465,0.3225211604818722,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",46.60992181663504,90629.99586468676,301.04816203505834,0.1629693032171633,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50}",34.74144459275307,31169.8634578195,176.54988943021036,0.7121247520779117,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
LGBMRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",61.52415754498152,114437.94734347488,338.2867826910695,-0.0569135956523794,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
CatBoostRegressor,"{'depth': 10, 'iterations': 500, 'learning_rate': 0.05}",43.87745261027486,71023.77943539007,266.50286946933625,0.3440462727404921,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",55.54305981236469,199966.58241942248,447.1762319482359,-0.8468296971536031,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDBCDSI', 'RHQ160', 'RIDAGEMN', 'LBDTHGSI', 'LBDBPBSI', 'BMXWT', 'LBDBMNSI', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",55.54305981236469,199966.58241942248,447.1762319482359,-0.8468296971536031,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDBCDSI', 'RHQ160', 'RIDAGEMN', 'LBDTHGSI', 'LBDBPBSI', 'BMXWT', 'LBDBMNSI', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50}",42.244368117308966,97426.88962671287,312.13280767441427,0.100195288198098,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIDAGEMN', 'LBDBPBSI', 'LBDBMNSI', 'BMXWT', 'RIAGENDR', 'RHQ131']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.139431874618154,29584.296883116243,172.00086303014947,0.7267685560652907,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",45.25749209441648,79471.32700775341,281.9065927000527,0.2660273280948534,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'LBDBCDSI', 'RHQ160', 'LBDBPBSI', 'LBDBMNSI', 'BMXWT', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",39.95469710194524,92395.16257197571,303.9657259823477,0.1466667677834653,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.139431874618154,29584.296883116243,172.00086303014947,0.7267685560652907,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.29269841163147,29624.19203887566,172.1167976662233,0.7264000967080441,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.292826974445966,29625.006465854927,172.11916356366285,0.7263925749115856,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",39.95469710194524,92395.16257197571,303.9657259823477,0.1466667677834653,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.139431874618154,29584.296883116243,172.00086303014947,0.7267685560652907,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.292826974445966,29625.006465854927,172.11916356366285,0.7263925749115856,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 100}",42.534025264116,71267.46180395667,266.9596632526282,0.341795697521891,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",46.44221637080052,116486.2686478304,341.30084771038935,-0.075831259636163,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50}",34.94863793332706,31192.21470176552,176.61317816563272,0.7119183228806508,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
LGBMRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",61.51584620210515,115497.18599287736,339.8487692972822,-0.0666963972106229,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
CatBoostRegressor,"{'depth': 10, 'iterations': 500, 'learning_rate': 0.05}",43.65867873904722,85489.25055207468,292.3854485983779,0.2104476418173683,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIDAGEMN', 'LBDBMNSI', 'RHQ305', 'RHQ291', 'RHQ540', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 100}",42.885573683271325,73354.42375044769,270.8402181184465,0.3225211604818722,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",46.60992181663504,90629.99586468676,301.04816203505834,0.1629693032171633,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50}",34.74144459275307,31169.8634578195,176.54988943021036,0.7121247520779117,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
LGBMRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",61.52415754498152,114437.94734347488,338.2867826910695,-0.0569135956523794,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
CatBoostRegressor,"{'depth': 10, 'iterations': 500, 'learning_rate': 0.05}",43.87745261027486,71023.77943539007,266.50286946933625,0.3440462727404921,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",46.21832465619994,76249.4559735141,276.1330403510491,0.2957835355293124,"['RIDEXPRG', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.45034641864329,2375.9324890478165,48.74353792091642,0.3218707959249203,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",64.03211501667228,14314.514688719251,119.64328100114628,0.7227820104193383,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",27.41287528031966,1599.6645016760892,39.99580605108602,0.3313621729470193,"['RIDAGEMN', 'LBDBMNSI', 'RIDEXPRG', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RIAGENDR', 'RHQ160']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.46357263155808,2392.449596302753,48.912673166601245,0.3171565488459126,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'RHQ540', 'RHQ291', 'RHQ305']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",64.03211501667228,14314.514688719251,119.64328100114628,0.7227820104193383,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RHQ131']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.450210174493435,2375.929707106592,48.74350938439488,0.3218715899355233,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'RIDAGEMN', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'RHQ131']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.34473735726101,2639.202715000802,51.37317115967051,0.2964081194618576,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'LBDTHGSI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",64.03211501667228,14314.514688719251,119.64328100114628,0.7227820104193383,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.48745511431124,1543.2816173444087,39.28462316663365,0.2415732863755414,"['RIDAGEMN', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",22.26404991547832,2647.4712601658603,51.4535835502821,0.2942037866120424,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'INDFMPIR', 'INDHHIN2', 'RHQ160', 'RIAGENDR', 'RHQ542D', 'RHQ131', 'RHQ291', 'RHQ540', 'RHQ305']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 20}",35.357547443953635,29614.337882222568,172.08816891995383,0.7264911066604429,"['RIDEXPRG', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RIDAGEMN', 'RHQ160', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.22057746755885,2617.2841154461744,51.15939909191833,0.3022514556299164,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",64.06906962588484,14316.140917056246,119.65007696218272,0.7227505165293961,"['RIAGENDR', 'RIDAGEMN', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.40659074545513,1520.0900179787789,38.98833181836303,0.2529705118027684,"['RIDAGEMN', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.40659074545513,1520.0900179787789,38.98833181836303,0.2529705118027684,"['RIDAGEMN', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.3830678136612709,0.7741451498533335,0.8798551868650508,0.2954299322748696,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,StandardScaler()
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.3830678136612709,0.7741451498533335,0.8798551868650508,0.2954299322748696,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,StandardScaler()
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.36040047925895,2655.385157888048,51.53042943628597,0.2920940001416466,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'RHQ131']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.356428213726165,1514.2827582259151,38.91378622321292,0.2558244179726007,"['RIDAGEMN', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.36040047925895,2655.385157888048,51.53042943628597,0.2920940001416466,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.356428213726165,1514.2827582259151,38.91378622321292,0.2558244179726007,"['RIDAGEMN', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RHQ542D']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",39.95469710194524,92395.16257197571,303.9657259823477,0.1466667677834653,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.23997056810523,2636.132388289972,51.34327987468245,0.2972266458039461,"['RIDEXPRG', 'LBDBMNSI', 'BMXHT', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",63.37857801397544,14302.627957123394,119.59359496696884,0.7230122114360926,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXHT', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",27.03430468678171,1479.9150777277584,38.469664382832335,0.2727139906093592,"['BMXHT', 'LBDBMNSI', 'RIDEXPRG', 'LBDBSESI', 'LBDBPBSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBCDSI', 'RIAGENDR', 'RHQ160']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.39921749706174,2655.649645573243,51.53299569764253,0.2920234896853076,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'BMXBMI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,
